model,model_id,form_id,answer_run_id,experiment_id,trial_id,usable,full_fill_success,stop_reason,verified_correctness,question_total,correctness_pct,action_count,duration_s,total_tokens,estimated_usd_lower_bound,failure_category,failure_detail,source_summary
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,project_update,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T065112433070Z,true,true,filled_without_submit,8,8,100.0,9,155.478,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/project_update/run_0002/trial_20260714T065112433070Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,publication_submission,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T065348244162Z,true,false,max_steps_exceeded,4,10,40.0,32,533.183,0,,max_steps_exceeded,max_steps=32,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/publication_submission/run_0002/trial_20260714T065348244162Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,purchase_request,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T070241807139Z,false,false,environment_error,0,10,0.0,15,210.076,0,,environment_error,"openai_compat_http_error:400:{""error"":{""message"":""This model's maximum context length is 32768 tokens. However, you requested 1024 output tokens and your prompt contains at least 31745 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=31745)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/purchase_request/run_0002/trial_20260714T070241807139Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,remote_setup,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T070612292608Z,true,false,done_incomplete_fill_only,6,7,85.71,8,1348.211,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/remote_setup/run_0002/trial_20260714T070612292608Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,research_interest,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T072840870771Z,true,true,filled_without_submit,7,7,100.0,9,136.624,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/research_interest/run_0002/trial_20260714T072840870771Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,room_booking,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T073057864642Z,true,false,done_incomplete_fill_only,6,9,66.67,10,163.848,0,,done_incomplete_fill_only,verified_correctness=6/9,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/room_booking/run_0002/trial_20260714T073057864642Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,scholarship_interest,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T073342047727Z,true,false,done_incomplete_fill_only,6,7,85.71,8,163.414,0,,done_incomplete_fill_only,verified_correctness=6/7,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/scholarship_interest/run_0002/trial_20260714T073342047727Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,seminar_proposal,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T073625788337Z,false,false,environment_error,0,8,0.0,12,128.111,0,,environment_error,"openai_compat_http_error:400:{""error"":{""message"":""This model's maximum context length is 32768 tokens. However, you requested 1024 output tokens and your prompt contains at least 31745 input tokens, for a total of at least 32769 tokens. Please reduce the length of the input prompt or the number of requested output tokens. (parameter=input_tokens, value=31745)"",""type"":""BadRequestError"",""param"":""input_tokens"",""code"":400}}",data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/seminar_proposal/run_0002/trial_20260714T073625788337Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,software_access,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T073834265165Z,true,false,done_incomplete_fill_only,7,8,87.5,9,188.136,0,,done_incomplete_fill_only,verified_correctness=7/8,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/software_access/run_0002/trial_20260714T073834265165Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,sports_tournament,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T074142804614Z,true,false,max_steps_exceeded,4,9,44.44,32,750.308,0,,max_steps_exceeded,max_steps=32,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/sports_tournament/run_0002/trial_20260714T074142804614Z/summary.json
Qwen3-VL,vlm_qwen3_vl_30b_a3b_instruct,study_group_match,run_0002,qwen_direct_mcp_fill_only_done_50_20260713_r2_step32,trial_20260714T075413460030Z,true,true,filled_without_submit,7,7,100.0,13,228.363,0,,,,data/model_baselines/qwen_direct_mcp_fill_only_done_50_20260713_r2_step32/vlm_qwen3_vl_30b_a3b_instruct/study_group_match/run_0002/trial_20260714T075413460030Z/summary.json
